grdc_no,lon,lat
40216,45.25,30.25
40217,45.75,30.25
40218,46.25,30.25
40219,46.75,30.25
40220,47.25,30.25
40221,47.75,30.25
40222,48.25,30.25
40223,48.75,30.25
40224,49.25,30.25
40225,49.75,30.25
40226,50.25,30.25
40227,50.75,30.25
40228,51.25,30.25
40229,51.75,30.25
40230,52.25,30.25
40231,52.75,30.25
40232,53.25,30.25
40233,53.75,30.25
40234,54.25,30.25
40235,54.75,30.25
40236,55.25,30.25
40237,55.75,30.25
40238,56.25,30.25
40239,56.75,30.25
40240,57.25,30.25
40241,57.75,30.25
40242,58.25,30.25
40243,58.75,30.25
40244,59.25,30.25
40245,59.75,30.25
40246,60.25,30.25
40247,60.75,30.25
40248,61.25,30.25
40249,61.75,30.25
40250,62.25,30.25
40251,62.75,30.25
40252,63.25,30.25
40253,63.75,30.25
40254,64.25,30.25
40255,64.75,30.25
40256,65.25,30.25
40257,65.75,30.25
40258,66.25,30.25
40259,66.75,30.25
40260,67.25,30.25
40261,67.75,30.25
40262,68.25,30.25
40263,68.75,30.25
40264,69.25,30.25
40265,69.75,30.25
40266,70.25,30.25
40267,70.75,30.25
40268,71.25,30.25
40269,71.75,30.25
40270,72.25,30.25
40271,72.75,30.25
40272,73.25,30.25
40273,73.75,30.25
40274,74.25,30.25
40275,74.75,30.25
40276,75.25,30.25
40277,75.75,30.25
40278,76.25,30.25
40279,76.75,30.25
40280,77.25,30.25
40281,77.75,30.25
40282,78.25,30.25
40283,78.75,30.25
40284,79.25,30.25
40285,79.75,30.25
40286,80.25,30.25
40287,80.75,30.25
40288,81.25,30.25
40289,81.75,30.25
40290,82.25,30.25
40291,82.75,30.25
40292,83.25,30.25
40293,83.75,30.25
40294,84.25,30.25
40295,84.75,30.25
40296,85.25,30.25
40297,85.75,30.25
40298,86.25,30.25
40299,86.75,30.25
40300,87.25,30.25
40301,87.75,30.25
40302,88.25,30.25
40303,88.75,30.25
40304,89.25,30.25
40305,89.75,30.25
40306,90.25,30.25
40307,90.75,30.25
40308,91.25,30.25
40309,91.75,30.25
40310,92.25,30.25
40311,92.75,30.25
40312,93.25,30.25
40313,93.75,30.25
40314,94.25,30.25
40315,94.75,30.25
40316,95.25,30.25
40317,95.75,30.25
40318,96.25,30.25
40319,96.75,30.25
40320,97.25,30.25
40321,97.75,30.25
40322,98.25,30.25
40323,98.75,30.25
40324,99.25,30.25
40325,99.75,30.25
40326,100.25,30.25
40327,100.75,30.25
40328,101.25,30.25
40329,101.75,30.25
40330,102.25,30.25
40331,102.75,30.25
40332,103.25,30.25
40333,103.75,30.25
40334,104.25,30.25
40335,104.75,30.25
40336,105.25,30.25
40337,105.75,30.25
40338,106.25,30.25
40339,106.75,30.25
40340,107.25,30.25
40341,107.75,30.25
40342,108.25,30.25
40343,108.75,30.25
40344,109.25,30.25
40345,109.75,30.25
40346,110.25,30.25
40347,110.75,30.25
40348,111.25,30.25
40349,111.75,30.25
40350,112.25,30.25
40351,112.75,30.25
40352,113.25,30.25
40353,113.75,30.25
40354,114.25,30.25
40355,114.75,30.25
40356,115.25,30.25
40357,115.75,30.25
40358,116.25,30.25
40359,116.75,30.25
40360,117.25,30.25
40361,117.75,30.25
40362,118.25,30.25
40363,118.75,30.25
40364,119.25,30.25
40365,119.75,30.25
40366,120.25,30.25
40367,120.75,30.25
40368,121.25,30.25
40369,121.75,30.25
40370,122.25,30.25
40371,130.25,30.25
40372,130.75,30.25
40373,-115.75,29.75
40374,-115.25,29.75
40375,-114.75,29.75
40376,-114.25,29.75
40377,-113.75,29.75
40378,-112.75,29.75
40379,-112.25,29.75
40380,-111.75,29.75
40381,-111.25,29.75
40382,-110.75,29.75
40383,-110.25,29.75
40384,-109.75,29.75
40385,-109.25,29.75
40386,-108.75,29.75
40387,-108.25,29.75
40388,-107.75,29.75
40389,-107.25,29.75
40390,-106.75,29.75
40391,-106.25,29.75
40392,-105.75,29.75
40393,-105.25,29.75
40394,-104.75,29.75
40395,-104.25,29.75
40396,-103.75,29.75
40397,-103.25,29.75
40398,-102.75,29.75
40399,-102.25,29.75
40400,-101.75,29.75
40401,-101.25,29.75
40402,-100.75,29.75
40403,-100.25,29.75
40404,-99.75,29.75
40405,-99.25,29.75
40406,-98.75,29.75
40407,-98.25,29.75
40408,-97.75,29.75
40409,-97.25,29.75
40410,-96.75,29.75
40411,-96.25,29.75
40412,-95.75,29.75
40413,-95.25,29.75
40414,-94.75,29.75
40415,-94.25,29.75
40416,-93.75,29.75
40417,-93.25,29.75
40418,-92.75,29.75
40419,-92.25,29.75
40420,-91.75,29.75
40421,-91.25,29.75
40422,-90.75,29.75
40423,-90.25,29.75
40424,-89.75,29.75
40425,-89.25,29.75
40426,-85.25,29.75
40427,-84.75,29.75
40428,-84.25,29.75
40429,-83.75,29.75
40430,-83.25,29.75
40431,-82.75,29.75
40432,-82.25,29.75
40433,-81.75,29.75
40434,-81.25,29.75
40435,-10.25,29.75
40436,-9.75,29.75
40437,-9.25,29.75
40438,-8.75,29.75
40439,-8.25,29.75
40440,-7.75,29.75
40441,-7.25,29.75
40442,-6.75,29.75
40443,-6.25,29.75
40444,-5.75,29.75
40445,-5.25,29.75
40446,-4.75,29.75
40447,-4.25,29.75
40448,-3.75,29.75
40449,-3.25,29.75
40450,-2.75,29.75
40451,-2.25,29.75
40452,-1.75,29.75
40453,-1.25,29.75
40454,-0.75,29.75
40455,-0.25,29.75
40456,0.25,29.75
40457,0.75,29.75
40458,1.25,29.75
40459,1.75,29.75
40460,2.25,29.75
40461,2.75,29.75
40462,3.25,29.75
40463,3.75,29.75
40464,4.25,29.75
40465,4.75,29.75
40466,5.25,29.75
40467,5.75,29.75
40468,6.25,29.75
40469,6.75,29.75
40470,7.25,29.75
40471,7.75,29.75
40472,8.25,29.75
40473,8.75,29.75
40474,9.25,29.75
40475,9.75,29.75
40476,10.25,29.75
40477,10.75,29.75
40478,11.25,29.75
40479,11.75,29.75
40480,12.25,29.75
40481,12.75,29.75
40482,13.25,29.75
40483,13.75,29.75
40484,14.25,29.75
40485,14.75,29.75
40486,15.25,29.75
40487,15.75,29.75
40488,16.25,29.75
40489,16.75,29.75
40490,17.25,29.75
40491,17.75,29.75
40492,18.25,29.75
40493,18.75,29.75
40494,19.25,29.75
40495,19.75,29.75
40496,20.25,29.75
40497,20.75,29.75
40498,21.25,29.75
40499,21.75,29.75
40500,22.25,29.75
40501,22.75,29.75
40502,23.25,29.75
40503,23.75,29.75
40504,24.25,29.75
40505,24.75,29.75
40506,25.25,29.75
40507,25.75,29.75
40508,26.25,29.75
40509,26.75,29.75
40510,27.25,29.75
40511,27.75,29.75
40512,28.25,29.75
40513,28.75,29.75
40514,29.25,29.75
40515,29.75,29.75
40516,30.25,29.75
40517,30.75,29.75
40518,31.25,29.75
40519,31.75,29.75
40520,32.25,29.75
40521,32.75,29.75
40522,33.25,29.75
40523,33.75,29.75
40524,34.25,29.75
40525,34.75,29.75
40526,35.25,29.75
40527,35.75,29.75
40528,36.25,29.75
40529,36.75,29.75
40530,37.25,29.75
40531,37.75,29.75
40532,38.25,29.75
40533,38.75,29.75
40534,39.25,29.75
40535,39.75,29.75
40536,40.25,29.75
40537,40.75,29.75
40538,41.25,29.75
40539,41.75,29.75
40540,42.25,29.75
40541,42.75,29.75
40542,43.25,29.75
40543,43.75,29.75
40544,44.25,29.75
40545,44.75,29.75
40546,45.25,29.75
40547,45.75,29.75
40548,46.25,29.75
40549,46.75,29.75
40550,47.25,29.75
40551,47.75,29.75
40552,48.25,29.75
40553,48.75,29.75
40554,50.25,29.75
40555,50.75,29.75
40556,51.25,29.75
40557,51.75,29.75
40558,52.25,29.75
40559,52.75,29.75
40560,53.25,29.75
40561,53.75,29.75
40562,54.25,29.75
40563,54.75,29.75
40564,55.25,29.75
40565,55.75,29.75
40566,56.25,29.75
40567,56.75,29.75
40568,57.25,29.75
40569,57.75,29.75
40570,58.25,29.75
40571,58.75,29.75
40572,59.25,29.75
40573,59.75,29.75
40574,60.25,29.75
40575,60.75,29.75
40576,61.25,29.75
40577,61.75,29.75
40578,62.25,29.75
40579,62.75,29.75
40580,63.25,29.75
40581,63.75,29.75
40582,64.25,29.75
40583,64.75,29.75
40584,65.25,29.75
40585,65.75,29.75
40586,66.25,29.75
40587,66.75,29.75
40588,67.25,29.75
40589,67.75,29.75
40590,68.25,29.75
40591,68.75,29.75
40592,69.25,29.75
40593,69.75,29.75
40594,70.25,29.75
40595,70.75,29.75
40596,71.25,29.75
40597,71.75,29.75
40598,72.25,29.75
40599,72.75,29.75
40600,73.25,29.75
40601,73.75,29.75
40602,74.25,29.75
40603,74.75,29.75
40604,75.25,29.75
40605,75.75,29.75
40606,76.25,29.75
40607,76.75,29.75
40608,77.25,29.75
40609,77.75,29.75
40610,78.25,29.75
40611,78.75,29.75
40612,79.25,29.75
40613,79.75,29.75
40614,80.25,29.75
40615,80.75,29.75
40616,81.25,29.75
40617,81.75,29.75
40618,82.25,29.75
40619,82.75,29.75
40620,83.25,29.75
40621,83.75,29.75
40622,84.25,29.75
40623,84.75,29.75
40624,85.25,29.75
40625,85.75,29.75
40626,86.25,29.75
40627,86.75,29.75
40628,87.25,29.75
40629,87.75,29.75
40630,88.25,29.75
40631,88.75,29.75
40632,89.25,29.75
40633,89.75,29.75
40634,90.25,29.75
40635,90.75,29.75
40636,91.25,29.75
40637,91.75,29.75
40638,92.25,29.75
40639,92.75,29.75
40640,93.25,29.75
40641,93.75,29.75
40642,94.25,29.75
40643,94.75,29.75
40644,95.25,29.75
40645,95.75,29.75
40646,96.25,29.75
40647,96.75,29.75
40648,97.25,29.75
40649,97.75,29.75
40650,98.25,29.75
40651,98.75,29.75
40652,99.25,29.75
40653,99.75,29.75
40654,100.25,29.75
40655,100.75,29.75
40656,101.25,29.75
40657,101.75,29.75
40658,102.25,29.75
40659,102.75,29.75
40660,103.25,29.75
40661,103.75,29.75
40662,104.25,29.75
40663,104.75,29.75
40664,105.25,29.75
40665,105.75,29.75
40666,106.25,29.75
40667,106.75,29.75
40668,107.25,29.75
40669,107.75,29.75
40670,108.25,29.75
40671,108.75,29.75
40672,109.25,29.75
40673,109.75,29.75
40674,110.25,29.75
40675,110.75,29.75
40676,111.25,29.75
40677,111.75,29.75
40678,112.25,29.75
40679,112.75,29.75
40680,113.25,29.75
40681,113.75,29.75
40682,114.25,29.75
40683,114.75,29.75
40684,115.25,29.75
40685,115.75,29.75
40686,116.25,29.75
40687,116.75,29.75
40688,117.25,29.75
40689,117.75,29.75
40690,118.25,29.75
40691,118.75,29.75
40692,119.25,29.75
40693,119.75,29.75
40694,120.25,29.75
40695,120.75,29.75
40696,121.25,29.75
40697,121.75,29.75
40698,122.25,29.75
40699,-115.25,29.25
40700,-114.75,29.25
40701,-114.25,29.25
40702,-113.75,29.25
40703,-113.25,29.25
40704,-112.25,29.25
40705,-111.75,29.25
40706,-111.25,29.25
40707,-110.75,29.25
40708,-110.25,29.25
40709,-109.75,29.25
40710,-109.25,29.25
40711,-108.75,29.25
40712,-108.25,29.25
40713,-107.75,29.25
40714,-107.25,29.25
40715,-106.75,29.25
40716,-106.25,29.25
40717,-105.75,29.25
40718,-105.25,29.25
40719,-104.75,29.25
40720,-104.25,29.25
40721,-103.75,29.25
40722,-103.25,29.25
40723,-102.75,29.25
40724,-102.25,29.25
40725,-101.75,29.25
40726,-101.25,29.25
40727,-100.75,29.25
40728,-100.25,29.25
40729,-99.75,29.25
40730,-99.25,29.25
40731,-98.75,29.25
40732,-98.25,29.25
40733,-97.75,29.25
40734,-97.25,29.25
40735,-96.75,29.25
40736,-96.25,29.25
40737,-95.75,29.25
40738,-95.25,29.25
40739,-94.75,29.25
40740,-91.25,29.25
40741,-90.75,29.25
40742,-90.25,29.25
40743,-89.75,29.25
40744,-89.25,29.25
40745,-83.25,29.25
40746,-82.75,29.25
40747,-82.25,29.25
40748,-81.75,29.25
40749,-81.25,29.25
40750,-13.75,29.25
40751,-13.25,29.25
40752,-10.25,29.25
40753,-9.75,29.25
40754,-9.25,29.25
40755,-8.75,29.25
40756,-8.25,29.25
40757,-7.75,29.25
40758,-7.25,29.25
40759,-6.75,29.25
40760,-6.25,29.25
40761,-5.75,29.25
40762,-5.25,29.25
40763,-4.75,29.25
40764,-4.25,29.25
40765,-3.75,29.25
40766,-3.25,29.25
40767,-2.75,29.25
40768,-2.25,29.25
40769,-1.75,29.25
40770,-1.25,29.25
40771,-0.75,29.25
40772,-0.25,29.25
40773,0.25,29.25
40774,0.75,29.25
40775,1.25,29.25
40776,1.75,29.25
40777,2.25,29.25
40778,2.75,29.25
40779,3.25,29.25
40780,3.75,29.25
40781,4.25,29.25
40782,4.75,29.25
40783,5.25,29.25
40784,5.75,29.25
40785,6.25,29.25
40786,6.75,29.25
40787,7.25,29.25
40788,7.75,29.25
40789,8.25,29.25
40790,8.75,29.25
40791,9.25,29.25
40792,9.75,29.25
40793,10.25,29.25
40794,10.75,29.25
40795,11.25,29.25
40796,11.75,29.25
40797,12.25,29.25
40798,12.75,29.25
40799,13.25,29.25
40800,13.75,29.25
40801,14.25,29.25
40802,14.75,29.25
40803,15.25,29.25
40804,15.75,29.25
40805,16.25,29.25
40806,16.75,29.25
40807,17.25,29.25
40808,17.75,29.25
40809,18.25,29.25
40810,18.75,29.25
40811,19.25,29.25
40812,19.75,29.25
40813,20.25,29.25
40814,20.75,29.25
40815,21.25,29.25
40816,21.75,29.25
40817,22.25,29.25
40818,22.75,29.25
40819,23.25,29.25
40820,23.75,29.25
40821,24.25,29.25
40822,24.75,29.25
40823,25.25,29.25
40824,25.75,29.25
40825,26.25,29.25
40826,26.75,29.25
40827,27.25,29.25
40828,27.75,29.25
40829,28.25,29.25
40830,28.75,29.25
40831,29.25,29.25
40832,29.75,29.25
40833,30.25,29.25
40834,30.75,29.25
40835,31.25,29.25
40836,31.75,29.25
40837,32.25,29.25
40838,32.75,29.25
40839,33.25,29.25
40840,33.75,29.25
40841,34.25,29.25
40842,34.75,29.25
40843,35.25,29.25
40844,35.75,29.25
40845,36.25,29.25
40846,36.75,29.25
40847,37.25,29.25
40848,37.75,29.25
40849,38.25,29.25
40850,38.75,29.25
40851,39.25,29.25
40852,39.75,29.25
40853,40.25,29.25
40854,40.75,29.25
40855,41.25,29.25
40856,41.75,29.25
40857,42.25,29.25
40858,42.75,29.25
40859,43.25,29.25
40860,43.75,29.25
40861,44.25,29.25
40862,44.75,29.25
40863,45.25,29.25
40864,45.75,29.25
40865,46.25,29.25
40866,46.75,29.25
40867,47.25,29.25
40868,47.75,29.25
40869,48.25,29.25
40870,50.75,29.25
40871,51.25,29.25
40872,51.75,29.25
40873,52.25,29.25
40874,52.75,29.25
40875,53.25,29.25
40876,53.75,29.25
40877,54.25,29.25
40878,54.75,29.25
40879,55.25,29.25
40880,55.75,29.25
40881,56.25,29.25
40882,56.75,29.25
40883,57.25,29.25
40884,57.75,29.25
40885,58.25,29.25
40886,58.75,29.25
40887,59.25,29.25
40888,59.75,29.25
40889,60.25,29.25
40890,60.75,29.25
40891,61.25,29.25
40892,61.75,29.25
40893,62.25,29.25
40894,62.75,29.25
40895,63.25,29.25
40896,63.75,29.25
40897,64.25,29.25
40898,64.75,29.25
40899,65.25,29.25
40900,65.75,29.25
40901,66.25,29.25
40902,66.75,29.25
40903,67.25,29.25
40904,67.75,29.25
40905,68.25,29.25
40906,68.75,29.25
40907,69.25,29.25
40908,69.75,29.25
40909,70.25,29.25
40910,70.75,29.25
40911,71.25,29.25
40912,71.75,29.25
40913,72.25,29.25
40914,72.75,29.25
40915,73.25,29.25
40916,73.75,29.25
40917,74.25,29.25
40918,74.75,29.25
40919,75.25,29.25
40920,75.75,29.25
40921,76.25,29.25
40922,76.75,29.25
40923,77.25,29.25
40924,77.75,29.25
40925,78.25,29.25
40926,78.75,29.25
40927,79.25,29.25
40928,79.75,29.25
40929,80.25,29.25
40930,80.75,29.25
40931,81.25,29.25
40932,81.75,29.25
40933,82.25,29.25
40934,82.75,29.25
40935,83.25,29.25
40936,83.75,29.25
40937,84.25,29.25
40938,84.75,29.25
40939,85.25,29.25
40940,85.75,29.25
40941,86.25,29.25
40942,86.75,29.25
40943,87.25,29.25
40944,87.75,29.25
40945,88.25,29.25
40946,88.75,29.25
40947,89.25,29.25
40948,89.75,29.25
40949,90.25,29.25
40950,90.75,29.25
40951,91.25,29.25
40952,91.75,29.25
40953,92.25,29.25
40954,92.75,29.25
40955,93.25,29.25
40956,93.75,29.25
40957,94.25,29.25
40958,94.75,29.25
40959,95.25,29.25
40960,95.75,29.25
40961,96.25,29.25
40962,96.75,29.25
40963,97.25,29.25
40964,97.75,29.25
40965,98.25,29.25
40966,98.75,29.25
40967,99.25,29.25
40968,99.75,29.25
40969,100.25,29.25
40970,100.75,29.25
40971,101.25,29.25
40972,101.75,29.25
40973,102.25,29.25
40974,102.75,29.25
40975,103.25,29.25
40976,103.75,29.25
40977,104.25,29.25
40978,104.75,29.25
40979,105.25,29.25
40980,105.75,29.25
40981,106.25,29.25
40982,106.75,29.25
40983,107.25,29.25
40984,107.75,29.25
40985,108.25,29.25
40986,108.75,29.25
40987,109.25,29.25
40988,109.75,29.25
40989,110.25,29.25
40990,110.75,29.25
40991,111.25,29.25
40992,111.75,29.25
40993,112.25,29.25
40994,112.75,29.25
40995,113.25,29.25
40996,113.75,29.25
40997,114.25,29.25
40998,114.75,29.25
40999,115.25,29.25
41000,115.75,29.25
41001,116.25,29.25
41002,116.75,29.25
41003,117.25,29.25
41004,117.75,29.25
41005,118.25,29.25
41006,118.75,29.25
41007,119.25,29.25
41008,119.75,29.25
41009,120.25,29.25
41010,120.75,29.25
41011,121.25,29.25
41012,121.75,29.25
41013,-114.75,28.75
41014,-114.25,28.75
41015,-113.75,28.75
41016,-113.25,28.75
41017,-112.75,28.75
41018,-112.25,28.75
41019,-111.75,28.75
41020,-111.25,28.75
41021,-110.75,28.75
41022,-110.25,28.75
41023,-109.75,28.75
41024,-109.25,28.75
41025,-108.75,28.75
41026,-108.25,28.75
41027,-107.75,28.75
41028,-107.25,28.75
41029,-106.75,28.75
41030,-106.25,28.75
41031,-105.75,28.75
41032,-105.25,28.75
41033,-104.75,28.75
41034,-104.25,28.75
41035,-103.75,28.75
41036,-103.25,28.75
41037,-102.75,28.75
41038,-102.25,28.75
41039,-101.75,28.75
41040,-101.25,28.75
41041,-100.75,28.75
41042,-100.25,28.75
41043,-99.75,28.75
41044,-99.25,28.75
41045,-98.75,28.75
41046,-98.25,28.75
41047,-97.75,28.75
41048,-97.25,28.75
41049,-96.75,28.75
41050,-96.25,28.75
41051,-95.75,28.75
41052,-95.25,28.75
41053,-82.75,28.75
41054,-82.25,28.75
41055,-81.75,28.75
41056,-81.25,28.75
41057,-80.75,28.75
41058,-17.75,28.75
41059,-16.25,28.75
41060,-14.25,28.75
41061,-13.75,28.75
41062,-11.25,28.75
41063,-10.75,28.75
41064,-10.25,28.75
41065,-9.75,28.75
41066,-9.25,28.75
41067,-8.75,28.75
41068,-8.25,28.75
41069,-7.75,28.75
41070,-7.25,28.75
41071,-6.75,28.75
41072,-6.25,28.75
41073,-5.75,28.75
41074,-5.25,28.75
41075,-4.75,28.75
41076,-4.25,28.75
41077,-3.75,28.75
41078,-3.25,28.75
41079,-2.75,28.75
41080,-2.25,28.75
41081,-1.75,28.75
41082,-1.25,28.75
41083,-0.75,28.75
41084,-0.25,28.75
41085,0.25,28.75
41086,0.75,28.75
41087,1.25,28.75
41088,1.75,28.75
41089,2.25,28.75
41090,2.75,28.75
41091,3.25,28.75
41092,3.75,28.75
41093,4.25,28.75
41094,4.75,28.75
41095,5.25,28.75
41096,5.75,28.75
41097,6.25,28.75
41098,6.75,28.75
41099,7.25,28.75
41100,7.75,28.75
41101,8.25,28.75
41102,8.75,28.75
41103,9.25,28.75
41104,9.75,28.75
41105,10.25,28.75
41106,10.75,28.75
41107,11.25,28.75
41108,11.75,28.75
41109,12.25,28.75
41110,12.75,28.75
41111,13.25,28.75
41112,13.75,28.75
41113,14.25,28.75
41114,14.75,28.75
41115,15.25,28.75
41116,15.75,28.75
41117,16.25,28.75
41118,16.75,28.75
41119,17.25,28.75
41120,17.75,28.75
41121,18.25,28.75
41122,18.75,28.75
41123,19.25,28.75
41124,19.75,28.75
41125,20.25,28.75
41126,20.75,28.75
41127,21.25,28.75
41128,21.75,28.75
41129,22.25,28.75
41130,22.75,28.75
41131,23.25,28.75
41132,23.75,28.75
41133,24.25,28.75
41134,24.75,28.75
41135,25.25,28.75
41136,25.75,28.75
41137,26.25,28.75
41138,26.75,28.75
41139,27.25,28.75
41140,27.75,28.75
41141,28.25,28.75
41142,28.75,28.75
41143,29.25,28.75
41144,29.75,28.75
41145,30.25,28.75
41146,30.75,28.75
41147,31.25,28.75
41148,31.75,28.75
41149,32.25,28.75
41150,32.75,28.75
41151,33.25,28.75
41152,33.75,28.75
41153,34.25,28.75
41154,34.75,28.75
41155,35.25,28.75
41156,35.75,28.75
41157,36.25,28.75
41158,36.75,28.75
41159,37.25,28.75
41160,37.75,28.75
41161,38.25,28.75
41162,38.75,28.75
41163,39.25,28.75
41164,39.75,28.75
41165,40.25,28.75
41166,40.75,28.75
41167,41.25,28.75
41168,41.75,28.75
41169,42.25,28.75
41170,42.75,28.75
41171,43.25,28.75
41172,43.75,28.75
41173,44.25,28.75
41174,44.75,28.75
41175,45.25,28.75
41176,45.75,28.75
41177,46.25,28.75
41178,46.75,28.75
41179,47.25,28.75
41180,47.75,28.75
41181,48.25,28.75
41182,50.75,28.75
41183,51.25,28.75
41184,51.75,28.75
41185,52.25,28.75
41186,52.75,28.75
41187,53.25,28.75
41188,53.75,28.75
41189,54.25,28.75
41190,54.75,28.75
41191,55.25,28.75
41192,55.75,28.75
41193,56.25,28.75
41194,56.75,28.75
41195,57.25,28.75
41196,57.75,28.75
41197,58.25,28.75
41198,58.75,28.75
41199,59.25,28.75
41200,59.75,28.75
41201,60.25,28.75
41202,60.75,28.75
41203,61.25,28.75
41204,61.75,28.75
41205,62.25,28.75
41206,62.75,28.75
41207,63.25,28.75
41208,63.75,28.75
41209,64.25,28.75
41210,64.75,28.75
41211,65.25,28.75
41212,65.75,28.75
41213,66.25,28.75
41214,66.75,28.75
41215,67.25,28.75
41216,67.75,28.75
41217,68.25,28.75
41218,68.75,28.75
41219,69.25,28.75
41220,69.75,28.75
41221,70.25,28.75
41222,70.75,28.75
41223,71.25,28.75
41224,71.75,28.75
41225,72.25,28.75
41226,72.75,28.75
41227,73.25,28.75
41228,73.75,28.75
41229,74.25,28.75
41230,74.75,28.75
41231,75.25,28.75
41232,75.75,28.75
41233,76.25,28.75
41234,76.75,28.75
41235,77.25,28.75
41236,77.75,28.75
41237,78.25,28.75
41238,78.75,28.75
41239,79.25,28.75
41240,79.75,28.75
41241,80.25,28.75
41242,80.75,28.75
41243,81.25,28.75
41244,81.75,28.75
41245,82.25,28.75
41246,82.75,28.75
41247,83.25,28.75
41248,83.75,28.75
41249,84.25,28.75
41250,84.75,28.75
41251,85.25,28.75
41252,85.75,28.75
41253,86.25,28.75
41254,86.75,28.75
41255,87.25,28.75
41256,87.75,28.75
41257,88.25,28.75
41258,88.75,28.75
41259,89.25,28.75
41260,89.75,28.75
41261,90.25,28.75
41262,90.75,28.75
41263,91.25,28.75
41264,91.75,28.75
41265,92.25,28.75
41266,92.75,28.75
41267,93.25,28.75
41268,93.75,28.75
41269,94.25,28.75
41270,94.75,28.75
41271,95.25,28.75
41272,95.75,28.75
41273,96.25,28.75
41274,96.75,28.75
41275,97.25,28.75
41276,97.75,28.75
41277,98.25,28.75
41278,98.75,28.75
41279,99.25,28.75
41280,99.75,28.75
41281,100.25,28.75
41282,100.75,28.75
41283,101.25,28.75
41284,101.75,28.75
41285,102.25,28.75
41286,102.75,28.75
41287,103.25,28.75
41288,103.75,28.75
41289,104.25,28.75
41290,104.75,28.75
41291,105.25,28.75
41292,105.75,28.75
41293,106.25,28.75
41294,106.75,28.75
41295,107.25,28.75
41296,107.75,28.75
41297,108.25,28.75
41298,108.75,28.75
41299,109.25,28.75
41300,109.75,28.75
41301,110.25,28.75
41302,110.75,28.75
41303,111.25,28.75
41304,111.75,28.75
41305,112.25,28.75
41306,112.75,28.75
41307,113.25,28.75
41308,113.75,28.75
41309,114.25,28.75
41310,114.75,28.75
41311,115.25,28.75
41312,115.75,28.75
41313,116.25,28.75
41314,116.75,28.75
41315,117.25,28.75
41316,117.75,28.75
41317,118.25,28.75
41318,118.75,28.75
41319,119.25,28.75
41320,119.75,28.75
41321,120.25,28.75
41322,120.75,28.75
41323,121.25,28.75
41324,121.75,28.75
41325,-115.25,28.25
41326,-114.25,28.25
41327,-113.75,28.25
41328,-113.25,28.25
41329,-112.75,28.25
41330,-111.75,28.25
41331,-111.25,28.25
41332,-110.75,28.25
41333,-110.25,28.25
41334,-109.75,28.25
41335,-109.25,28.25
41336,-108.75,28.25
41337,-108.25,28.25
41338,-107.75,28.25
41339,-107.25,28.25
41340,-106.75,28.25
41341,-106.25,28.25
41342,-105.75,28.25
41343,-105.25,28.25
41344,-104.75,28.25
41345,-104.25,28.25
41346,-103.75,28.25
41347,-103.25,28.25
41348,-102.75,28.25
41349,-102.25,28.25
41350,-101.75,28.25
41351,-101.25,28.25
41352,-100.75,28.25
41353,-100.25,28.25
41354,-99.75,28.25
41355,-99.25,28.25
41356,-98.75,28.25
41357,-98.25,28.25
41358,-97.75,28.25
41359,-97.25,28.25
41360,-96.75,28.25
41361,-96.25,28.25
41362,-82.75,28.25
41363,-82.25,28.25
41364,-81.75,28.25
41365,-81.25,28.25
41366,-80.75,28.25
41367,-17.25,28.25
41368,-16.75,28.25
41369,-16.25,28.25
41370,-15.75,28.25
41371,-15.25,28.25
41372,-14.25,28.25
41373,-13.75,28.25
41374,-12.25,28.25
41375,-11.75,28.25
41376,-11.25,28.25
41377,-10.75,28.25
41378,-10.25,28.25
41379,-9.75,28.25
41380,-9.25,28.25
41381,-8.75,28.25
41382,-8.25,28.25
41383,-7.75,28.25
41384,-7.25,28.25
41385,-6.75,28.25
41386,-6.25,28.25
41387,-5.75,28.25
41388,-5.25,28.25
41389,-4.75,28.25
41390,-4.25,28.25
41391,-3.75,28.25
41392,-3.25,28.25
41393,-2.75,28.25
41394,-2.25,28.25
41395,-1.75,28.25
41396,-1.25,28.25
41397,-0.75,28.25
41398,-0.25,28.25
41399,0.25,28.25
41400,0.75,28.25
41401,1.25,28.25
41402,1.75,28.25
41403,2.25,28.25
41404,2.75,28.25
41405,3.25,28.25
41406,3.75,28.25
41407,4.25,28.25
41408,4.75,28.25
41409,5.25,28.25
41410,5.75,28.25
41411,6.25,28.25
41412,6.75,28.25
41413,7.25,28.25
41414,7.75,28.25
41415,8.25,28.25
41416,8.75,28.25
41417,9.25,28.25
41418,9.75,28.25
41419,10.25,28.25
41420,10.75,28.25
41421,11.25,28.25
41422,11.75,28.25
41423,12.25,28.25
41424,12.75,28.25
41425,13.25,28.25
41426,13.75,28.25
41427,14.25,28.25
41428,14.75,28.25
41429,15.25,28.25
41430,15.75,28.25
41431,16.25,28.25
41432,16.75,28.25
41433,17.25,28.25
41434,17.75,28.25
41435,18.25,28.25
41436,18.75,28.25
41437,19.25,28.25
41438,19.75,28.25
41439,20.25,28.25
41440,20.75,28.25
41441,21.25,28.25
41442,21.75,28.25
41443,22.25,28.25
41444,22.75,28.25
41445,23.25,28.25
41446,23.75,28.25
41447,24.25,28.25
41448,24.75,28.25
41449,25.25,28.25
41450,25.75,28.25
41451,26.25,28.25
41452,26.75,28.25
41453,27.25,28.25
41454,27.75,28.25
41455,28.25,28.25
41456,28.75,28.25
41457,29.25,28.25
41458,29.75,28.25
41459,30.25,28.25
