grdc_no,lon,lat
5073,-42.75,71.25
5074,-42.25,71.25
5075,-41.75,71.25
5076,-41.25,71.25
5077,-40.75,71.25
5078,-40.25,71.25
5079,-39.75,71.25
5080,-39.25,71.25
5081,-38.75,71.25
5082,-38.25,71.25
5083,-37.75,71.25
5084,-37.25,71.25
5085,-36.75,71.25
5086,-36.25,71.25
5087,-35.75,71.25
5088,-35.25,71.25
5089,-34.75,71.25
5090,-34.25,71.25
5091,-33.75,71.25
5092,-33.25,71.25
5093,-32.75,71.25
5094,-32.25,71.25
5095,-31.75,71.25
5096,-31.25,71.25
5097,-30.75,71.25
5098,-30.25,71.25
5099,-29.75,71.25
5100,-29.25,71.25
5101,-28.75,71.25
5102,-28.25,71.25
5103,-27.75,71.25
5104,-27.25,71.25
5105,-26.75,71.25
5106,-26.25,71.25
5107,-25.75,71.25
5108,-25.25,71.25
5109,-24.75,71.25
5110,-24.25,71.25
5111,-23.75,71.25
5112,-23.25,71.25
5113,-22.75,71.25
5114,-22.25,71.25
5115,-21.75,71.25
5116,24.25,71.25
5117,25.25,71.25
5118,25.75,71.25
5119,26.25,71.25
5120,27.25,71.25
5121,27.75,71.25
5122,28.25,71.25
5123,52.25,71.25
5124,52.75,71.25
5125,53.25,71.25
5126,53.75,71.25
5127,54.25,71.25
5128,54.75,71.25
5129,55.25,71.25
5130,55.75,71.25
5131,56.25,71.25
5132,56.75,71.25
5133,66.75,71.25
5134,67.25,71.25
5135,67.75,71.25
5136,68.25,71.25
5137,68.75,71.25
5138,69.25,71.25
5139,69.75,71.25
5140,70.25,71.25
5141,70.75,71.25
5142,71.25,71.25
5143,71.75,71.25
5144,72.25,71.25
5145,72.75,71.25
5146,73.25,71.25
5147,73.75,71.25
5148,74.25,71.25
5149,74.75,71.25
5150,75.25,71.25
5151,75.75,71.25
5152,76.25,71.25
5153,76.75,71.25
5154,77.25,71.25
5155,77.75,71.25
5156,78.25,71.25
5157,78.75,71.25
5158,79.25,71.25
5159,79.75,71.25
5160,80.25,71.25
5161,80.75,71.25
5162,81.25,71.25
5163,81.75,71.25
5164,82.25,71.25
5165,82.75,71.25
5166,83.25,71.25
5167,83.75,71.25
5168,84.25,71.25
5169,84.75,71.25
5170,85.25,71.25
5171,85.75,71.25
5172,86.25,71.25
5173,86.75,71.25
5174,87.25,71.25
5175,87.75,71.25
5176,88.25,71.25
5177,88.75,71.25
5178,89.25,71.25
5179,89.75,71.25
5180,90.25,71.25
5181,90.75,71.25
5182,91.25,71.25
5183,91.75,71.25
5184,92.25,71.25
5185,92.75,71.25
5186,93.25,71.25
5187,93.75,71.25
5188,94.25,71.25
5189,94.75,71.25
5190,95.25,71.25
5191,95.75,71.25
5192,96.25,71.25
5193,96.75,71.25
5194,97.25,71.25
5195,97.75,71.25
5196,98.25,71.25
5197,98.75,71.25
5198,99.25,71.25
5199,99.75,71.25
5200,100.25,71.25
5201,100.75,71.25
5202,101.25,71.25
5203,101.75,71.25
5204,102.25,71.25
5205,102.75,71.25
5206,103.25,71.25
5207,103.75,71.25
5208,104.25,71.25
5209,104.75,71.25
5210,105.25,71.25
5211,105.75,71.25
5212,106.25,71.25
5213,106.75,71.25
5214,107.25,71.25
5215,107.75,71.25
5216,108.25,71.25
5217,108.75,71.25
5218,109.25,71.25
5219,109.75,71.25
5220,110.25,71.25
5221,110.75,71.25
5222,111.25,71.25
5223,111.75,71.25
5224,112.25,71.25
5225,112.75,71.25
5226,113.25,71.25
5227,113.75,71.25
5228,114.25,71.25
5229,114.75,71.25
5230,115.25,71.25
5231,115.75,71.25
5232,116.25,71.25
5233,116.75,71.25
5234,117.25,71.25
5235,117.75,71.25
5236,118.25,71.25
5237,118.75,71.25
5238,119.25,71.25
5239,119.75,71.25
5240,120.25,71.25
5241,120.75,71.25
5242,121.25,71.25
5243,121.75,71.25
5244,122.25,71.25
5245,122.75,71.25
5246,123.25,71.25
5247,123.75,71.25
5248,124.25,71.25
5249,124.75,71.25
5250,125.25,71.25
5251,125.75,71.25
5252,126.25,71.25
5253,126.75,71.25
5254,127.25,71.25
5255,127.75,71.25
5256,128.25,71.25
5257,128.75,71.25
5258,129.25,71.25
5259,129.75,71.25
5260,130.25,71.25
5261,131.75,71.25
5262,132.25,71.25
5263,132.75,71.25
5264,133.25,71.25
5265,133.75,71.25
5266,134.25,71.25
5267,134.75,71.25
5268,135.25,71.25
5269,135.75,71.25
5270,136.25,71.25
5271,136.75,71.25
5272,137.25,71.25
5273,137.75,71.25
5274,138.25,71.25
5275,138.75,71.25
5276,139.25,71.25
5277,139.75,71.25
5278,140.25,71.25
5279,140.75,71.25
5280,141.25,71.25
5281,141.75,71.25
5282,142.25,71.25
5283,142.75,71.25
5284,143.25,71.25
5285,143.75,71.25
5286,144.25,71.25
5287,144.75,71.25
5288,145.25,71.25
5289,145.75,71.25
5290,146.25,71.25
5291,146.75,71.25
5292,147.25,71.25
5293,147.75,71.25
5294,148.25,71.25
5295,148.75,71.25
5296,149.25,71.25
5297,149.75,71.25
5298,150.25,71.25
5299,150.75,71.25
5300,151.25,71.25
5301,151.75,71.25
5302,152.25,71.25
5303,155.75,71.25
5304,156.25,71.25
5305,156.75,71.25
5306,157.25,71.25
5307,178.75,71.25
5308,179.25,71.25
5309,179.75,71.25
5310,-179.75,70.75
5311,-179.25,70.75
5312,-178.75,70.75
5313,-178.25,70.75
5314,-160.25,70.75
5315,-159.75,70.75
5316,-159.25,70.75
5317,-158.75,70.75
5318,-158.25,70.75
5319,-157.75,70.75
5320,-157.25,70.75
5321,-156.75,70.75
5322,-156.25,70.75
5323,-155.75,70.75
5324,-155.25,70.75
5325,-154.75,70.75
5326,-154.25,70.75
5327,-153.75,70.75
5328,-153.25,70.75
5329,-152.75,70.75
5330,-152.25,70.75
5331,-118.25,70.75
5332,-117.75,70.75
5333,-117.25,70.75
5334,-116.75,70.75
5335,-116.25,70.75
5336,-115.75,70.75
5337,-115.25,70.75
5338,-114.75,70.75
5339,-114.25,70.75
5340,-113.75,70.75
5341,-113.25,70.75
5342,-112.75,70.75
5343,-112.25,70.75
5344,-111.75,70.75
5345,-111.25,70.75
5346,-110.75,70.75
5347,-110.25,70.75
5348,-109.75,70.75
5349,-109.25,70.75
5350,-108.75,70.75
5351,-108.25,70.75
5352,-107.75,70.75
5353,-107.25,70.75
5354,-106.75,70.75
5355,-106.25,70.75
5356,-105.75,70.75
5357,-105.25,70.75
5358,-104.75,70.75
5359,-104.25,70.75
5360,-103.75,70.75
5361,-103.25,70.75
5362,-96.75,70.75
5363,-96.25,70.75
5364,-95.75,70.75
5365,-95.25,70.75
5366,-94.75,70.75
5367,-94.25,70.75
5368,-93.75,70.75
5369,-93.25,70.75
5370,-92.75,70.75
5371,-92.25,70.75
5372,-91.75,70.75
5373,-88.25,70.75
5374,-87.75,70.75
5375,-87.25,70.75
5376,-86.75,70.75
5377,-86.25,70.75
5378,-85.75,70.75
5379,-85.25,70.75
5380,-84.75,70.75
5381,-84.25,70.75
5382,-83.75,70.75
5383,-83.25,70.75
5384,-82.75,70.75
5385,-82.25,70.75
5386,-81.75,70.75
5387,-81.25,70.75
5388,-80.75,70.75
5389,-80.25,70.75
5390,-79.75,70.75
5391,-79.25,70.75
5392,-78.75,70.75
5393,-78.25,70.75
5394,-77.75,70.75
5395,-77.25,70.75
5396,-76.75,70.75
5397,-76.25,70.75
5398,-75.75,70.75
5399,-75.25,70.75
5400,-74.75,70.75
5401,-74.25,70.75
5402,-73.75,70.75
5403,-73.25,70.75
5404,-72.75,70.75
5405,-72.25,70.75
5406,-71.75,70.75
5407,-71.25,70.75
5408,-70.75,70.75
5409,-70.25,70.75
5410,-69.75,70.75
5411,-69.25,70.75
5412,-68.75,70.75
5413,-68.25,70.75
5414,-54.75,70.75
5415,-54.25,70.75
5416,-53.75,70.75
5417,-53.25,70.75
5418,-52.75,70.75
5419,-52.25,70.75
5420,-51.75,70.75
5421,-51.25,70.75
5422,-50.75,70.75
5423,-50.25,70.75
5424,-49.75,70.75
5425,-49.25,70.75
5426,-48.75,70.75
5427,-48.25,70.75
5428,-47.75,70.75
5429,-47.25,70.75
5430,-46.75,70.75
5431,-46.25,70.75
5432,-45.75,70.75
5433,-45.25,70.75
5434,-44.75,70.75
5435,-44.25,70.75
5436,-43.75,70.75
5437,-43.25,70.75
5438,-42.75,70.75
5439,-42.25,70.75
5440,-41.75,70.75
5441,-41.25,70.75
5442,-40.75,70.75
5443,-40.25,70.75
5444,-39.75,70.75
5445,-39.25,70.75
5446,-38.75,70.75
5447,-38.25,70.75
5448,-37.75,70.75
5449,-37.25,70.75
5450,-36.75,70.75
5451,-36.25,70.75
5452,-35.75,70.75
5453,-35.25,70.75
5454,-34.75,70.75
5455,-34.25,70.75
5456,-33.75,70.75
5457,-33.25,70.75
5458,-32.75,70.75
5459,-32.25,70.75
5460,-31.75,70.75
5461,-31.25,70.75
5462,-30.75,70.75
5463,-30.25,70.75
5464,-29.75,70.75
5465,-29.25,70.75
5466,-28.75,70.75
5467,-28.25,70.75
5468,-27.75,70.75
5469,-27.25,70.75
5470,-26.75,70.75
5471,-26.25,70.75
5472,-25.75,70.75
5473,-25.25,70.75
5474,-24.25,70.75
5475,-23.75,70.75
5476,-23.25,70.75
5477,-22.75,70.75
5478,-22.25,70.75
5479,-21.75,70.75
5480,22.25,70.75
5481,22.75,70.75
5482,23.25,70.75
5483,23.75,70.75
5484,24.25,70.75
5485,24.75,70.75
5486,25.25,70.75
5487,25.75,70.75
5488,26.25,70.75
5489,26.75,70.75
5490,27.25,70.75
5491,27.75,70.75
5492,28.25,70.75
5493,28.75,70.75
5494,29.25,70.75
5495,29.75,70.75
5496,30.25,70.75
5497,30.75,70.75
5498,53.25,70.75
5499,53.75,70.75
5500,54.25,70.75
5501,54.75,70.75
5502,55.25,70.75
5503,55.75,70.75
5504,56.25,70.75
5505,56.75,70.75
5506,57.25,70.75
5507,57.75,70.75
5508,66.25,70.75
5509,66.75,70.75
5510,67.25,70.75
5511,67.75,70.75
5512,68.25,70.75
5513,68.75,70.75
5514,69.25,70.75
5515,69.75,70.75
5516,70.25,70.75
5517,70.75,70.75
5518,71.25,70.75
5519,71.75,70.75
5520,72.25,70.75
5521,72.75,70.75
5522,73.75,70.75
5523,74.25,70.75
5524,74.75,70.75
5525,75.25,70.75
5526,75.75,70.75
5527,76.25,70.75
5528,76.75,70.75
5529,77.25,70.75
5530,77.75,70.75
5531,78.25,70.75
5532,78.75,70.75
5533,79.25,70.75
5534,79.75,70.75
5535,80.25,70.75
5536,80.75,70.75
5537,81.25,70.75
5538,81.75,70.75
5539,82.25,70.75
5540,82.75,70.75
5541,83.25,70.75
5542,83.75,70.75
5543,84.25,70.75
5544,84.75,70.75
5545,85.25,70.75
5546,85.75,70.75
5547,86.25,70.75
5548,86.75,70.75
5549,87.25,70.75
5550,87.75,70.75
5551,88.25,70.75
5552,88.75,70.75
5553,89.25,70.75
5554,89.75,70.75
5555,90.25,70.75
5556,90.75,70.75
5557,91.25,70.75
5558,91.75,70.75
5559,92.25,70.75
5560,92.75,70.75
5561,93.25,70.75
5562,93.75,70.75
5563,94.25,70.75
5564,94.75,70.75
5565,95.25,70.75
5566,95.75,70.75
5567,96.25,70.75
5568,96.75,70.75
5569,97.25,70.75
5570,97.75,70.75
5571,98.25,70.75
5572,98.75,70.75
5573,99.25,70.75
5574,99.75,70.75
5575,100.25,70.75
5576,100.75,70.75
5577,101.25,70.75
5578,101.75,70.75
5579,102.25,70.75
5580,102.75,70.75
5581,103.25,70.75
5582,103.75,70.75
5583,104.25,70.75
5584,104.75,70.75
5585,105.25,70.75
5586,105.75,70.75
5587,106.25,70.75
5588,106.75,70.75
5589,107.25,70.75
5590,107.75,70.75
5591,108.25,70.75
5592,108.75,70.75
5593,109.25,70.75
5594,109.75,70.75
5595,110.25,70.75
5596,110.75,70.75
5597,111.25,70.75
5598,111.75,70.75
5599,112.25,70.75
5600,112.75,70.75
5601,113.25,70.75
5602,113.75,70.75
5603,114.25,70.75
5604,114.75,70.75
5605,115.25,70.75
5606,115.75,70.75
5607,116.25,70.75
5608,116.75,70.75
5609,117.25,70.75
5610,117.75,70.75
5611,118.25,70.75
5612,118.75,70.75
5613,119.25,70.75
5614,119.75,70.75
5615,120.25,70.75
5616,120.75,70.75
5617,121.25,70.75
5618,121.75,70.75
5619,122.25,70.75
5620,122.75,70.75
5621,123.25,70.75
5622,123.75,70.75
5623,124.25,70.75
5624,124.75,70.75
5625,125.25,70.75
5626,125.75,70.75
5627,126.25,70.75
5628,126.75,70.75
5629,127.25,70.75
5630,127.75,70.75
5631,128.25,70.75
5632,128.75,70.75
5633,129.25,70.75
5634,129.75,70.75
5635,130.25,70.75
5636,130.75,70.75
5637,131.25,70.75
5638,131.75,70.75
5639,132.25,70.75
5640,132.75,70.75
5641,133.25,70.75
5642,133.75,70.75
5643,134.25,70.75
5644,134.75,70.75
5645,135.25,70.75
5646,135.75,70.75
5647,136.25,70.75
5648,136.75,70.75
5649,137.25,70.75
5650,137.75,70.75
5651,138.25,70.75
5652,138.75,70.75
5653,139.25,70.75
5654,139.75,70.75
5655,140.25,70.75
5656,140.75,70.75
5657,141.25,70.75
5658,141.75,70.75
5659,142.25,70.75
5660,142.75,70.75
5661,143.25,70.75
5662,143.75,70.75
5663,144.25,70.75
5664,144.75,70.75
5665,145.25,70.75
5666,145.75,70.75
5667,146.25,70.75
5668,146.75,70.75
5669,147.25,70.75
5670,147.75,70.75
5671,148.25,70.75
5672,148.75,70.75
5673,149.25,70.75
5674,149.75,70.75
5675,150.25,70.75
5676,150.75,70.75
5677,151.25,70.75
5678,151.75,70.75
5679,152.25,70.75
5680,152.75,70.75
5681,153.25,70.75
5682,153.75,70.75
5683,154.25,70.75
5684,154.75,70.75
5685,155.25,70.75
5686,155.75,70.75
5687,156.25,70.75
5688,156.75,70.75
5689,157.25,70.75
5690,157.75,70.75
5691,158.25,70.75
5692,158.75,70.75
5693,159.25,70.75
5694,159.75,70.75
5695,160.75,70.75
5696,161.75,70.75
5697,178.75,70.75
5698,179.25,70.75
5699,179.75,70.75
5700,-162.25,70.25
5701,-161.75,70.25
5702,-161.25,70.25
5703,-160.75,70.25
5704,-160.25,70.25
5705,-159.75,70.25
5706,-159.25,70.25
5707,-158.75,70.25
5708,-158.25,70.25
5709,-157.75,70.25
5710,-157.25,70.25
5711,-156.75,70.25
5712,-156.25,70.25
5713,-155.75,70.25
5714,-155.25,70.25
5715,-154.75,70.25
5716,-154.25,70.25
5717,-153.75,70.25
5718,-153.25,70.25
5719,-152.75,70.25
5720,-152.25,70.25
5721,-151.75,70.25
5722,-151.25,70.25
5723,-150.75,70.25
5724,-150.25,70.25
5725,-149.75,70.25
5726,-149.25,70.25
5727,-148.75,70.25
5728,-148.25,70.25
5729,-147.75,70.25
5730,-147.25,70.25
5731,-146.75,70.25
5732,-146.25,70.25
5733,-145.75,70.25
5734,-144.25,70.25
5735,-143.75,70.25
5736,-143.25,70.25
5737,-142.75,70.25
5738,-130.75,70.25
5739,-130.25,70.25
5740,-129.75,70.25
5741,-128.75,70.25
5742,-128.25,70.25
5743,-127.75,70.25
5744,-127.25,70.25
5745,-126.75,70.25
5746,-124.75,70.25
5747,-124.25,70.25
5748,-116.75,70.25
5749,-116.25,70.25
5750,-115.75,70.25
5751,-115.25,70.25
5752,-114.75,70.25
5753,-114.25,70.25
5754,-113.75,70.25
5755,-113.25,70.25
5756,-112.75,70.25
5757,-112.25,70.25
5758,-111.75,70.25
5759,-111.25,70.25
5760,-110.75,70.25
5761,-110.25,70.25
5762,-109.75,70.25
5763,-109.25,70.25
5764,-108.75,70.25
5765,-108.25,70.25
5766,-107.75,70.25
5767,-107.25,70.25
5768,-106.75,70.25
5769,-106.25,70.25
5770,-105.75,70.25
5771,-105.25,70.25
5772,-104.75,70.25
5773,-104.25,70.25
5774,-103.75,70.25
5775,-103.25,70.25
5776,-102.75,70.25
5777,-102.25,70.25
5778,-101.75,70.25
5779,-101.25,70.25
5780,-100.75,70.25
5781,-100.25,70.25
5782,-96.75,70.25
5783,-96.25,70.25
5784,-95.75,70.25
5785,-95.25,70.25
5786,-94.75,70.25
5787,-94.25,70.25
5788,-93.75,70.25
5789,-93.25,70.25
5790,-92.75,70.25
5791,-92.25,70.25
5792,-91.75,70.25
5793,-91.25,70.25
5794,-87.75,70.25
5795,-87.25,70.25
5796,-86.75,70.25
5797,-86.25,70.25
5798,-85.75,70.25
5799,-85.25,70.25
5800,-84.75,70.25
5801,-84.25,70.25
5802,-83.75,70.25
5803,-83.25,70.25
5804,-82.75,70.25
5805,-82.25,70.25
5806,-81.75,70.25
5807,-81.25,70.25
5808,-80.75,70.25
5809,-80.25,70.25
5810,-79.75,70.25
5811,-79.25,70.25
5812,-78.75,70.25
5813,-78.25,70.25
5814,-77.75,70.25
5815,-77.25,70.25
5816,-76.75,70.25
5817,-76.25,70.25
5818,-75.75,70.25
5819,-75.25,70.25
5820,-74.75,70.25
5821,-74.25,70.25
5822,-73.75,70.25
5823,-73.25,70.25
5824,-72.75,70.25
5825,-72.25,70.25
5826,-71.75,70.25
5827,-71.25,70.25
5828,-70.75,70.25
5829,-70.25,70.25
5830,-69.75,70.25
5831,-69.25,70.25
5832,-68.75,70.25
5833,-68.25,70.25
5834,-67.75,70.25
5835,-67.25,70.25
5836,-54.75,70.25
5837,-54.25,70.25
5838,-53.75,70.25
5839,-53.25,70.25
5840,-52.75,70.25
5841,-52.25,70.25
5842,-51.75,70.25
5843,-51.25,70.25
5844,-50.75,70.25
5845,-50.25,70.25
5846,-49.75,70.25
5847,-49.25,70.25
5848,-48.75,70.25
5849,-48.25,70.25
5850,-47.75,70.25
5851,-47.25,70.25
5852,-46.75,70.25
5853,-46.25,70.25
5854,-45.75,70.25
5855,-45.25,70.25
5856,-44.75,70.25
5857,-44.25,70.25
5858,-43.75,70.25
5859,-43.25,70.25
5860,-42.75,70.25
5861,-42.25,70.25
5862,-41.75,70.25
5863,-41.25,70.25
5864,-40.75,70.25
5865,-40.25,70.25
5866,-39.75,70.25
5867,-39.25,70.25
5868,-38.75,70.25
5869,-38.25,70.25
5870,-37.75,70.25
5871,-37.25,70.25
5872,-36.75,70.25
5873,-36.25,70.25
5874,-35.75,70.25
5875,-35.25,70.25
5876,-34.75,70.25
5877,-34.25,70.25
5878,-33.75,70.25
5879,-33.25,70.25
5880,-32.75,70.25
5881,-32.25,70.25
5882,-31.75,70.25
5883,-31.25,70.25
5884,-30.75,70.25
5885,-30.25,70.25
5886,-29.75,70.25
5887,-29.25,70.25
5888,-28.75,70.25
5889,-28.25,70.25
5890,-27.75,70.25
5891,-27.25,70.25
5892,-26.75,70.25
5893,-26.25,70.25
5894,-25.75,70.25
5895,-25.25,70.25
5896,-24.75,70.25
5897,-24.25,70.25
5898,-23.75,70.25
5899,-23.25,70.25
5900,-22.75,70.25
5901,-22.25,70.25
5902,-21.75,70.25
5903,18.75,70.25
5904,19.25,70.25
5905,19.75,70.25
5906,20.25,70.25
5907,20.75,70.25
5908,21.25,70.25
5909,21.75,70.25
5910,22.25,70.25
5911,22.75,70.25
5912,23.25,70.25
5913,23.75,70.25
5914,24.25,70.25
5915,24.75,70.25
5916,25.25,70.25
5917,25.75,70.25
5918,26.25,70.25
5919,26.75,70.25
5920,27.25,70.25
5921,27.75,70.25
5922,28.25,70.25
5923,28.75,70.25
5924,29.25,70.25
5925,29.75,70.25
5926,30.25,70.25
5927,30.75,70.25
5928,31.25,70.25
5929,58.75,70.25
5930,59.25,70.25
5931,59.75,70.25
5932,60.25,70.25
5933,66.75,70.25
5934,67.25,70.25
5935,67.75,70.25
5936,68.25,70.25
5937,68.75,70.25
5938,69.25,70.25
5939,69.75,70.25
5940,70.25,70.25
5941,70.75,70.25
5942,71.25,70.25
5943,71.75,70.25
5944,72.25,70.25
5945,72.75,70.25
5946,73.75,70.25
5947,74.25,70.25
5948,74.75,70.25
5949,75.25,70.25
5950,75.75,70.25
5951,76.25,70.25
5952,76.75,70.25
5953,77.25,70.25
5954,77.75,70.25
5955,78.25,70.25
5956,78.75,70.25
5957,79.25,70.25
5958,79.75,70.25
5959,80.25,70.25
5960,80.75,70.25
5961,81.25,70.25
5962,81.75,70.25
5963,82.25,70.25
5964,82.75,70.25
5965,83.25,70.25
5966,83.75,70.25
5967,84.25,70.25
5968,84.75,70.25
5969,85.25,70.25
5970,85.75,70.25
5971,86.25,70.25
5972,86.75,70.25
5973,87.25,70.25
5974,87.75,70.25
5975,88.25,70.25
5976,88.75,70.25
5977,89.25,70.25
5978,89.75,70.25
5979,90.25,70.25
5980,90.75,70.25
5981,91.25,70.25
5982,91.75,70.25
5983,92.25,70.25
5984,92.75,70.25
5985,93.25,70.25
5986,93.75,70.25
5987,94.25,70.25
5988,94.75,70.25
5989,95.25,70.25
5990,95.75,70.25
5991,96.25,70.25
5992,96.75,70.25
5993,97.25,70.25
5994,97.75,70.25
5995,98.25,70.25
5996,98.75,70.25
5997,99.25,70.25
5998,99.75,70.25
5999,100.25,70.25
6000,100.75,70.25
6001,101.25,70.25
6002,101.75,70.25
6003,102.25,70.25
6004,102.75,70.25
6005,103.25,70.25
6006,103.75,70.25
6007,104.25,70.25
6008,104.75,70.25
6009,105.25,70.25
6010,105.75,70.25
6011,106.25,70.25
6012,106.75,70.25
6013,107.25,70.25
6014,107.75,70.25
6015,108.25,70.25
6016,108.75,70.25
6017,109.25,70.25
6018,109.75,70.25
6019,110.25,70.25
6020,110.75,70.25
6021,111.25,70.25
6022,111.75,70.25
6023,112.25,70.25
6024,112.75,70.25
6025,113.25,70.25
6026,113.75,70.25
6027,114.25,70.25
6028,114.75,70.25
6029,115.25,70.25
6030,115.75,70.25
6031,116.25,70.25
6032,116.75,70.25
6033,117.25,70.25
6034,117.75,70.25
6035,118.25,70.25
6036,118.75,70.25
6037,119.25,70.25
6038,119.75,70.25
6039,120.25,70.25
6040,120.75,70.25
6041,121.25,70.25
6042,121.75,70.25
6043,122.25,70.25
6044,122.75,70.25
6045,123.25,70.25
6046,123.75,70.25
6047,124.25,70.25
6048,124.75,70.25
6049,125.25,70.25
6050,125.75,70.25
6051,126.25,70.25
6052,126.75,70.25
6053,127.25,70.25
6054,127.75,70.25
6055,128.25,70.25
6056,128.75,70.25
6057,129.25,70.25
6058,129.75,70.25
6059,130.25,70.25
6060,130.75,70.25
6061,131.25,70.25
6062,131.75,70.25
6063,132.25,70.25
6064,132.75,70.25
6065,133.25,70.25
6066,133.75,70.25
6067,134.25,70.25
6068,134.75,70.25
6069,135.25,70.25
6070,135.75,70.25
6071,136.25,70.25
6072,136.75,70.25
6073,137.25,70.25
6074,137.75,70.25
6075,138.25,70.25
6076,138.75,70.25
6077,139.25,70.25
6078,139.75,70.25
6079,140.25,70.25
6080,140.75,70.25
6081,141.25,70.25
6082,141.75,70.25
6083,142.25,70.25
6084,142.75,70.25
6085,143.25,70.25
6086,143.75,70.25
6087,144.25,70.25
6088,144.75,70.25
6089,145.25,70.25
6090,145.75,70.25
6091,146.25,70.25
6092,146.75,70.25
6093,147.25,70.25
6094,147.75,70.25
6095,148.25,70.25
6096,148.75,70.25
6097,149.25,70.25
6098,149.75,70.25
6099,150.25,70.25
6100,150.75,70.25
6101,151.25,70.25
6102,151.75,70.25
6103,152.25,70.25
6104,152.75,70.25
6105,153.25,70.25
6106,153.75,70.25
6107,154.25,70.25
6108,154.75,70.25
6109,155.25,70.25
6110,155.75,70.25
6111,156.25,70.25
6112,156.75,70.25
6113,157.25,70.25
6114,157.75,70.25
6115,158.25,70.25
6116,158.75,70.25
6117,159.25,70.25
6118,159.75,70.25
6119,160.25,70.25
6120,170.75,70.25
6121,171.25,70.25
6122,-163.25,69.75
6123,-162.75,69.75
6124,-162.25,69.75
6125,-161.75,69.75
6126,-161.25,69.75
6127,-160.75,69.75
6128,-160.25,69.75
6129,-159.75,69.75
6130,-159.25,69.75
6131,-158.75,69.75
6132,-158.25,69.75
6133,-157.75,69.75
6134,-157.25,69.75
6135,-156.75,69.75
6136,-156.25,69.75
6137,-155.75,69.75
6138,-155.25,69.75
6139,-154.75,69.75
6140,-154.25,69.75
6141,-153.75,69.75
6142,-153.25,69.75
6143,-152.75,69.75
6144,-152.25,69.75
6145,-151.75,69.75
6146,-151.25,69.75
6147,-150.75,69.75
6148,-150.25,69.75
6149,-149.75,69.75
6150,-149.25,69.75
6151,-148.75,69.75
6152,-148.25,69.75
6153,-147.75,69.75
6154,-147.25,69.75
6155,-146.75,69.75
6156,-146.25,69.75
6157,-145.75,69.75
6158,-145.25,69.75
6159,-144.75,69.75
6160,-144.25,69.75
6161,-143.75,69.75
6162,-143.25,69.75
6163,-142.75,69.75
6164,-142.25,69.75
6165,-141.75,69.75
6166,-141.25,69.75
6167,-140.75,69.75
6168,-140.25,69.75
6169,-139.75,69.75
6170,-139.25,69.75
6171,-138.75,69.75
6172,-135.25,69.75
6173,-134.75,69.75
6174,-134.25,69.75
6175,-133.75,69.75
6176,-132.75,69.75
6177,-132.25,69.75
6178,-131.75,69.75
6179,-131.25,69.75
6180,-130.75,69.75
6181,-130.25,69.75
6182,-129.75,69.75
6183,-129.25,69.75
6184,-128.75,69.75
6185,-128.25,69.75
6186,-127.75,69.75
6187,-127.25,69.75
6188,-126.75,69.75
6189,-126.25,69.75
6190,-125.25,69.75
6191,-124.75,69.75
6192,-124.25,69.75
6193,-123.25,69.75
6194,-122.75,69.75
6195,-122.25,69.75
6196,-121.75,69.75
6197,-121.25,69.75
6198,-120.75,69.75
6199,-116.75,69.75
6200,-116.25,69.75
6201,-115.75,69.75
6202,-115.25,69.75
6203,-114.75,69.75
6204,-114.25,69.75
6205,-113.75,69.75
6206,-113.25,69.75
6207,-112.75,69.75
6208,-112.25,69.75
6209,-111.75,69.75
6210,-111.25,69.75
6211,-110.75,69.75
6212,-110.25,69.75
6213,-109.75,69.75
6214,-109.25,69.75
6215,-108.75,69.75
6216,-108.25,69.75
6217,-107.75,69.75
6218,-107.25,69.75
6219,-106.75,69.75
6220,-106.25,69.75
6221,-105.75,69.75
6222,-105.25,69.75
6223,-104.75,69.75
6224,-104.25,69.75
6225,-103.75,69.75
6226,-103.25,69.75
6227,-102.75,69.75
6228,-102.25,69.75
6229,-101.75,69.75
6230,-101.25,69.75
6231,-100.75,69.75
6232,-98.75,69.75
6233,-98.25,69.75
6234,-97.75,69.75
6235,-97.25,69.75
6236,-96.25,69.75
6237,-95.75,69.75
6238,-95.25,69.75
6239,-94.75,69.75
6240,-94.25,69.75
6241,-93.75,69.75
6242,-93.25,69.75
6243,-92.75,69.75
6244,-92.25,69.75
6245,-91.75,69.75
6246,-91.25,69.75
6247,-90.75,69.75
6248,-90.25,69.75
6249,-87.25,69.75
6250,-86.75,69.75
6251,-85.75,69.75
6252,-85.25,69.75
6253,-84.75,69.75
6254,-84.25,69.75
6255,-83.75,69.75
6256,-83.25,69.75
6257,-82.75,69.75
6258,-82.25,69.75
6259,-81.75,69.75
6260,-81.25,69.75
6261,-80.75,69.75
6262,-80.25,69.75
6263,-79.75,69.75
6264,-79.25,69.75
6265,-78.75,69.75
6266,-78.25,69.75
6267,-77.75,69.75
6268,-77.25,69.75
6269,-76.75,69.75
6270,-76.25,69.75
6271,-75.75,69.75
6272,-75.25,69.75
6273,-74.75,69.75
6274,-74.25,69.75
6275,-73.75,69.75
6276,-73.25,69.75
6277,-72.75,69.75
6278,-72.25,69.75
6279,-71.75,69.75
6280,-71.25,69.75
6281,-70.75,69.75
6282,-70.25,69.75
6283,-69.75,69.75
6284,-69.25,69.75
6285,-68.75,69.75
6286,-68.25,69.75
6287,-67.75,69.75
6288,-54.75,69.75
6289,-54.25,69.75
6290,-53.75,69.75
